SMILES	MolWt	LogP	HBD	HBA	RotatableBonds	TPSA	Volume	LipinskiViolations	NumAtoms
Cc1cccc(Cl)c1NC(=O)c1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1Nc1ccccc1NC(=O)/C=C/CN(C)C	654.22	5.99	4	9	11	117.76	393.55	2	47
CCOc1cc2ncnc(Nc3ccc(Oc4cc5nncn5cn4)c(C)c3)c2cc1NC(=O)/C(F)=C\[C@H]1CCCN1C	583.63	5.2	2	11	9	131.69	351.35	3	43
CCCC(=O)N1CC[C@H](N2C(=O)N(c3ccccc3Cl)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1	603.17	5.28	1	7	7	88.15	362.82	2	43
CCn1nc(C#Cc2cccc3cc(-c4cccc(C(F)(F)F)c4)ncc23)c2c(N)ncnc21	458.45	5.06	1	6	2	82.51	275.99	1	34
Cc1ccc(C(=C2C(=O)Nc3ccc(N)cc32)c2nc3ccccc3[nH]2)cc1	366.42	4.36	3	3	2	83.8	220.57	0	28
Cc1ccc(C(=O)Nc2ccc(CN3Cc4cn[nH]c4C3)c(Cl)c2)cc1C#Cc1cnc2cccnn12	507.99	4.58	2	6	4	91.21	305.52	1	37
OC[C@@H](Nc1ncnc2sc(Br)cc12)c1ccccc1	350.24	3.6	2	5	4	58.04	210.23	0	20
CN(c1cccc(CO)c1)c1ccnc(Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1	476.58	3.15	2	9	7	86.22	286.9	0	35
CC(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(N)=O)Cc1cccc2ccccc12	656.63	1.7	7	7	17	234.45	395.32	2	46
CNC(=O)n1ccc2cc(Oc3ccnc(NC(=O)c4ccc(CN5CCC(O)CC5)cc4)c3)c(OC(C)C)cc21	557.65	5.01	3	8	8	117.95	335.7	2	41
CCOC(=O)CCCC(=O)Nc1cc(Nc2cccc(Cl)c2)ncn1	362.82	3.55	2	6	8	93.21	218.14	0	25
Cc1cc2c(Nc3ccc4nc(N)sc4c3)c(C#N)cnc2cc1OCCCN1CCN(C)CC1	487.63	4.37	2	9	7	103.33	293.5	0	35
CCOc1ccc(Nc2cc(NC(=O)c3ccccc3)ncn2)cc1	334.38	3.87	2	5	6	76.14	201.29	0	25
Nc1ccc2c(c1)C(=C(c1ccccc1)c1nc3ccccc3[nH]1)C(=O)N2	352.4	4.06	3	3	2	83.8	212.13	0	27
COc1cc(Nc2c(C#N)cnc3cc(OCC4CCN(C)CC4)c(OC)cc23)c(C)cc1C	460.58	5.2	1	7	7	79.64	277.26	1	34
Clc1ccc2nc(Cc3nnc(-c4ccccc4Cl)o3)[nH]c2c1	345.19	4.51	1	4	3	67.6	207.24	0	23
O=C(O)c1cccc(NCc2cc(O)ccc2O)c1	259.26	2.41	4	4	4	89.79	156.07	0	19
Cc1ccc(F)c(NC(=O)Nc2cccc(C#Cc3ccc4nccn4n3)c2)c1	385.4	4.22	2	4	2	71.32	232.01	0	29
COc1cc2cc(-c3ccc4ccccc4c3)cnc2cc1OC	315.37	5.07	0	3	3	31.35	189.83	1	24
CCc1nc(NC(=O)NC(=O)C(C)(C)C)ccc1Oc1ccnc(-c2cnn(C)c2)c1	422.49	3.93	2	7	5	111.03	254.34	0	31
CC(C)(C)c1ccc(NC(=O)c2scnc2CCc2ccnc3ccccc23)cc1	415.56	6.03	1	4	5	54.88	250.1	1	30
Cc1nc(Nc2cccc(Br)c2)c2ccccc2n1	314.19	4.44	1	3	2	37.81	188.57	0	19
Cc1nnc(-c2ccc(-c3cc(NC(=O)c4ccnc(N5CCCC5)c4)ccc3C)c(C)c2)o1	453.55	5.58	1	6	5	84.15	273.02	1	34
CC(=O)Nc1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)n1	487.92	5.34	2	6	6	89.03	293.45	1	35
COC[C@@H](C)Nc1cc(NC(=O)N2CCCc3cc(CN4CCCCOC4=O)c(C=O)nc32)ncc1C#N	521.58	3.32	2	9	8	149.78	314.0	1	38
O=C(CCCl)Nc1ccc2ncnc(Nc3ccc4[nH]cc(Br)c4c3)c2c1	444.72	5.18	3	4	5	82.7	266.88	1	27
COc1cc(N2CCC(N3CCN(S(C)(=O)=O)CC3)CC2)ccc1Nc1nccc(-c2c(-c3ccc(OC(C)C)c(C(=O)Nc4c(F)cccc4F)c3)nc3ccccn23)n1	851.98	7.07	2	12	12	146.53	512.85	3	61
CC(C)n1nc(-c2ccc3nc(NN)ccc3c2)c2c(N)ncnc21	334.39	2.49	3	8	3	120.56	201.3	0	25
Cc1ccc(NC(=O)Nc2ccc(C#Cc3ccc4nccn4n3)cc2)cc1	367.41	4.08	2	4	2	71.32	221.17	0	28
Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cncc2[nH]ccc12	531.58	5.29	2	4	4	64.26	320.01	2	39
Cc1ccccc1NC(=O)c1ccccc1Cn1ccc2ncnc-2c1	342.4	3.99	1	4	4	59.81	206.11	0	26
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1/C=C/n1cnc2c(Nc3cccnc3)ncnc21	515.5	6.17	2	7	6	97.62	310.34	2	38
Cc1ccc(F)c(NC(=O)Nc2ccc(Oc3ccnc(-c4cc(C(=O)NCCCO)c[nH]4)c3)cc2)c1	503.53	5.07	5	5	9	128.37	303.13	2	37
COc1cc2c(N3CCN(C(=O)Nc4ccc(C#N)cc4)CC3)ncnc2cc1OCCCn1nccn1	513.56	2.92	1	10	8	134.32	309.17	1	38
COc1cc2ncnc(Nc3cnn(CC(=O)Nc4ccc(N(C)C)cn4)c3)c2cc1OC	448.49	2.69	2	10	8	119.32	270.0	0	33
Cc1cc(C)c(C)c(-c2cc3cnc(NCCCN4CCN(C)CC4)nc3nc2NC(=O)NC(C)(C)C)c1C	532.74	4.89	3	7	7	98.31	320.7	1	39
COc1ccc(-c2cnc3cc(OC)c(OC)cc3c2)cc1F	313.33	4.07	0	4	4	40.58	188.62	0	23
COc1cc(OC)cc(N(CCN2CCC[C@@H]2C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1.Cl	509.05	5.09	0	8	8	68.54	306.17	2	36
Cl.c1cc(Nc2ncnc3cc4c(cc23)OCCO4)cc(-c2cccs2)c1	397.89	5.29	1	6	3	56.27	239.2	1	27
COc1cc(N2CCN(C(C)C)CC2)ccc1Nc1nccc(-c2c(-c3cccc(C(=O)Nc4c(F)cccc4F)c3)nc3ccccn23)n1	674.76	7.27	2	9	9	99.92	406.2	2	50
COCCc1cc(OC)cc(N(CC2CC2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1.Cl	480.01	5.2	0	7	9	65.3	288.68	1	34
Cc1c(SSc2c(C)c3ccccc3n2C)n(C)c2ccccc12	352.53	6.09	0	4	3	9.86	212.11	1	24
O=C(CCc1cn(Cc2ccc(Cl)cc2)c2ccccc12)Nc1ccc([N+](=O)[O-])cc1	433.9	5.82	1	4	7	77.17	260.92	1	31
CCOc1ccc(-c2nc3ccccn3c2-c2ccnc(Nc3ccc(N4CCC(N5CCC(CCS(C)(=O)=O)CC5)CC4)cc3OC)n2)cc1C(=O)Nc1c(F)cccc1F	865.02	8.26	2	12	14	143.29	520.7	3	62
O=C(/C=C/c1ccccc1)Nc1ccc(Cl)cc1Cl	292.17	4.65	1	1	3	29.1	175.31	0	19
COc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cn1	428.28	4.45	1	7	4	81.93	257.27	0	29
O=C(Cn1sc2ccccc2c1=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	506.39	5.15	2	7	5	88.91	304.23	2	32
COc1cc2cc3ncc(C#N)c(Nc4cc(OC)c(OC)c(OC)c4)c3cc2cc1OCCN1CCOCC1	544.61	4.75	1	10	10	107.33	327.85	1	40
CN1CCC(NC(=O)c2cnc(NCc3cc(Cl)ccc3Cl)nc2NC2CCCC2)CC1	477.44	4.57	3	6	7	82.18	286.86	0	32
O=C(CCCCCN1CCN(Cc2ccc(-c3cc4c(NCc5ccccc5)ncnc4[nH]3)cc2)CC1)NO	527.67	4.42	4	7	12	109.41	317.65	1	39
Cn1cccc1/C=C1\C(=O)Nc2ccccc21	224.26	2.52	1	2	1	34.03	135.0	0	17
CCOc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1OCC	412.29	5.41	1	5	6	67.17	247.63	1	26
Cc1ccc(NC(=O)Nc2cccc(N(C)C)c2)cc1Nc1nccc(-c2cccnc2)n1	439.52	5.3	3	6	6	95.07	264.59	1	33
COc1cc2ncnc(N3CCN(/C(S)=N\c4ccccc4[N+](=O)[O-])CC3)c2cc1OC	454.51	3.29	1	8	5	106.22	273.58	0	32
Nc1ncnc2c1c(-c1ccc(O)cc1)cn2C1CCNC1	295.35	1.92	3	6	2	88.99	177.8	0	22
COc1cc2ncc(C#N)c(Nc3cccc(C(N)=O)c3)c2cc1OC	348.36	2.97	2	6	5	110.26	209.71	0	26
Cc1ccc(C(=C2C(=O)Nc3ccc(C(=O)O)cc32)c2nc3ccccc3[nH]2)cc1	395.42	4.48	3	3	3	95.08	238.03	0	30
CN1CCN(Cc2ccc(NC(=O)c3cc(-c4ccc5c(c4)OCO5)cnc3O)cc2)CC1	446.51	3.18	2	7	5	87.16	268.79	0	33
c1ccc(COc2cccc3c(-c4nc5cc(N6CCC(N7CCCCC7)CC6)ccc5[nH]4)[nH]nc23)cc1	506.65	6.14	2	5	6	73.07	304.99	2	38
CCOC(=O)c1nn(-c2ccc(Cl)cc2)cc1C(=O)c1c(C)[nH]c(-c2ccccc2)c1-c1ccccc1	509.99	6.9	1	5	7	76.98	306.72	2	37
CN1CCN(C/C=C/C(=O)Nc2cc3c(Nc4ccc(Cc5ccccn5)cc4)ncnc3cn2)CC1	494.6	3.5	2	8	8	99.17	297.74	0	37
N#Cc1cnc2c(Cl)cc(NCc3c[nH]nn3)cc2c1Nc1ccc(F)c(Cl)c1	428.26	5.03	3	6	5	102.31	257.26	1	29
CN1CCC(Nc2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2)CC1	387.85	3.46	2	7	4	78.86	233.22	0	27
C=CC(=O)N1CCC(Oc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)nc3ccsc23)CC1	536.66	3.67	1	9	7	100.13	323.02	1	38
Nc1c(C(=O)c2cc3ccccc3[nH]2)cnn1-c1ccc2nc[nH]c2c1	342.36	3.04	3	5	3	105.38	206.1	0	26
CC(=O)Nc1cc2ncnc(NCc3ccccc3)c2cn1	293.33	2.6	2	5	4	79.8	176.58	0	22
CCC1=C2C(Nc3ccc4c(cnn4Cc4ccccc4)c3)=NC=NC2N=C1NC(=O)OCC1CCCNC1	524.63	4.11	3	9	6	117.29	315.82	1	39
CS(=O)(=O)CCNC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1	576.7	3.61	2	10	10	109.45	347.13	1	41
Cc1cccc(C)c1-c1cc(C)c2nc(Nc3ccc(S(=O)(=O)NCCN4CCCC4)cc3)nnc2c1	516.67	4.73	2	7	8	100.11	310.98	1	37
CCOC(=O)[C@@H]1CCCN1CC(=O)NNC(=O)COc1ccc(-c2nc3ccccc3s2)cc1OC	512.59	2.53	2	9	9	119.09	308.54	1	36
C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=S)NC	519.4	3.87	4	6	8	100.2	312.08	1	32
NC12CC1CN(c1ncc(C(=O)Nc3ccc(OC(F)(F)F)cc3)cc1-c1cncnc1)C2	456.43	3.23	2	7	5	106.26	274.79	0	33
C=CC(=O)Nc1cccc(Oc2nc(Nc3cc(C)[nH]n3)cc(N3CCN(C)CC3)n2)c1	434.5	2.92	3	8	7	111.3	261.58	0	32
Cc1nc(-c2cnc(NC(C)C)n(C)c2=O)ccc1Oc1ccnc(-c2cnn(C)c2)c1	431.5	3.56	1	9	6	99.75	259.76	0	32
CCOCc1c(-c2cc3cc(C)cc(OC)c3s2)c2c(N)ncnn2c1CN1CCS(=O)(=O)CC1	515.66	3.28	1	10	7	112.05	310.34	1	35
CCOc1cc2ncnc(NC3=CC(=O)C(OCc4ccccc4)=CC3=O)c2cc1NC(=O)/C=C/CN(C)C	527.58	3.63	2	9	11	122.75	317.6	1	39
CNC(=O)n1ccc2cc(Oc3ccnc(NC(=O)c4ccc(CN5CC[C@@H](O)C5)cc4)c3)c(OCCCOC)cc21	573.65	4.25	3	9	11	127.18	345.34	1	42
Cn1c(SSc2c(C(=O)Nc3ccccc3)c3ccc(O)cc3n2C)c(C(=O)Nc2ccccc2)c2ccc(O)cc21	594.72	7.39	4	8	7	108.52	357.92	2	42
NCCCNC(=O)c1cccc(Nc2nccc(-c3cccnc3)n2)c1	348.41	2.36	3	6	7	105.82	209.74	0	26
COc1cc(Nc2c(C#N)cnc3cc4c(cc23)ncn4CCN2CCOCC2)c(C)cc1Cl	476.97	4.5	1	8	6	88.23	286.85	0	34
CNS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c(C)c(C)c1CCCN(C)C)C(=O)N2	416.55	2.53	3	4	7	94.3	250.72	0	29
C=C(C)C(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccc(F)cc4F)cc3)c(C(N)=O)c2N)C1	481.5	4.04	2	6	6	116.47	289.88	0	35
O=C(Nc1ccc(OC(F)(F)F)cc1)c1cnc(N2CC[C@@H](CO)C2)c(-c2cncnc2)c1	459.43	3.51	2	7	6	100.47	276.6	0	33
C=CC(=O)N1CC[C@H](Oc2cc3c(Nc4ccc(F)c(Cl)c4F)ncnc3cc2OC)C[C@H]1C(=O)NCCOC	576.0	4.0	2	8	10	114.91	346.49	1	40
Cc1ccncc1-c1cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc2cc1C	440.55	4.92	1	7	7	76.06	265.2	0	33
COc1ccc(-c2n[nH]c3c2Cc2sc(-c4cccnc4)cc2-3)cc1	345.43	4.78	1	4	3	50.8	207.89	0	25
C=CC(=O)N1CCN(CCCCn2nc(-c3cc(OC)cc(OC)c3)c3c(N)ncnc32)CC1	465.56	2.2	1	9	9	111.63	280.27	0	34
Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2[nH]cnc2c1	532.57	4.68	2	5	4	77.15	320.61	1	39
CCCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1Cl	416.87	5.0	2	7	7	94.6	250.68	1	29
C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCCNC(C)=O	502.34	4.3	3	6	9	105.24	301.86	1	32
Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)cn2CCO	346.39	3.47	2	6	5	86.19	208.52	0	26
COc1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1	283.34	2.67	1	6	3	78.85	170.57	0	21
C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)CCN(CC)CC	573.47	4.63	3	7	13	108.48	344.67	1	37
Cn1ccc2cc(-c3nn(C4CCCC4)c4ncnc(N)c34)ccc21	332.41	3.68	1	6	2	74.55	200.11	0	25
COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC	360.21	4.15	1	5	4	56.27	216.28	0	22
C=CC(=O)Nc1ccc2ncnc(Cc3ccc(CN(C)C)c(Br)c3)c2c1	425.33	4.17	1	4	6	58.12	255.48	0	27
COc1ccc(C2CC(c3ccc(C)c(C)c3)=NN2c2nc(-c3ccccc3)cs2)cc1	439.58	6.79	0	5	5	37.72	264.56	1	32
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCn1c([N+](=O)[O-])cnc1C	500.92	5.45	1	9	10	117.23	301.29	2	35
CNC(=O)n1ccc2cc(Oc3ccnc(NC(=O)c4ccc(C5CCN(C(C)C)CC5)nc4)c3)c(OCCOC)cc21	586.69	5.28	2	9	10	119.84	353.19	2	43
CN(C)[C@H](CS(C)(=O)=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1	595.1	6.65	1	8	10	97.56	357.92	2	41
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(C(=O)O)c3)nc21	441.27	4.74	2	6	4	97.11	265.09	0	30
Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc(N)s1	513.59	4.45	2	6	4	74.49	309.15	1	36
C#Cc1cccc(Nc2ncnc3cc(O[C@H]4CCOC4)c(NC(=O)/C=C/CNC4CC4)cc23)c1	469.55	3.77	3	7	9	97.4	282.66	0	35
O=C(/C=C/CN1CCOCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	468.36	3.96	2	6	6	79.38	281.38	0	30
CNc1ncc2c(-c3ccc(N4CCN(C)CC4)nc3)nn(CC3CCCC3)c2n1	406.54	2.87	1	8	5	75.0	244.73	0	30
Nc1nc2c(c(Nc3cccc(F)c3)n1)-c1ccccc1C2	292.32	3.51	2	4	2	63.83	175.97	0	22
CCCCCCN(CCCCCC)C(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(C)=O)C(C)C	640.76	3.84	5	6	21	174.37	385.76	1	44
COCCOc1ccc2c(Nc3ccc(Cl)cc3F)ncnc2c1	347.78	4.19	1	5	6	56.27	209.09	0	24
COCC#CC(=O)Nc1cc2c(Nc3cccc(Br)c3)c(C#N)cnc2cc1OC	465.31	4.21	2	6	5	96.27	279.55	0	30
C=CC(=O)Nc1ccccc1Nc1nc(Nc2ccc(N3CCN(C)CC3)cc2)ncc1C(=O)Nc1ccccc1CC	576.71	5.65	4	8	10	114.52	347.17	2	43
COC(=O)C(=O)Nc1cccc2c1Cc1c-2n[nH]c1-c1ccsc1	339.38	2.82	2	5	2	84.08	204.26	0	24
CC(C)Oc1cc(NC(=O)N2CCCc3ccc(C=O)nc32)ncc1C#Cc1cccnc1	441.49	3.86	1	6	4	97.31	265.77	0	33
COc1cc(C(=O)N2CCCC2)cc(N(CC2CC2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1	482.59	4.82	0	7	7	76.38	290.51	0	36
COc1cc2c(Nc3cc(Cl)c(Cl)cc3F)ncnc2cc1OC[C@@H]1CN2CCC[C@H]2CO1	493.37	5.07	1	7	6	68.74	296.45	1	33
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CC2(C1)CS(=O)(=O)C2	506.99	3.67	1	8	8	93.65	304.89	1	34
Cc1ccc(NC(=O)Nc2cccc(Cl)c2)cc1Nc1nccc(-c2cccnc2)n1	430.9	5.89	3	5	5	91.83	259.11	1	31
COc1cc(OC)cc(N(CC2CC2)c2ccc3ncc(-c4cnn(CC5CCN(C)CC5)c4)nc3c2)c1	512.66	5.4	0	8	9	68.54	308.61	2	38
COc1cc(Nc2nn3c(N[C@H](CO)C(C)C)cc(C)nc3c2C(N)=O)cc(OC)c1	428.49	2.33	4	9	9	136.03	257.96	0	31
Cc1cccc(C)c1-c1cc(C)c2nc(Nc3ccccc3)nnc2c1	340.43	5.36	1	4	3	50.7	204.92	1	26
COc1cc(OC)cc(N(CCN2CC(C)(C)N=C2C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1	499.62	4.7	0	9	8	80.9	300.76	0	37
COc1cc2cc(-c3cccc(F)c3)cnc2cc1OC	283.3	4.06	0	3	3	31.35	170.54	0	21
Cc1cccc(CN(Cc2ccc(O)cc2)C(=O)Nc2ccccc2)c1O	362.43	4.64	3	3	5	72.8	218.17	0	27
Cc1cccnc1-c1ccc2nc(NC(=O)[C@@H]3C[C@@H]3F)sc2c1	327.38	3.96	1	4	3	54.88	197.04	0	23
O=C(Nc1ccc(Nc2ncnc3ccccc23)cc1)Nc1cccc(Br)c1	434.3	5.78	3	4	4	78.94	260.88	1	28
O=C(Nc1ccccc1OC(F)(F)F)P(=O)(O)O	285.11	2.29	3	3	3	95.86	171.69	0	18
COc1ccc(Nc2cc3c(cc2Nc2ccccc2)C(=O)NC3=O)cc1	359.39	4.07	3	5	5	79.46	216.34	0	27
COc1cc(OC)cc(N(CC2CC2)c2ccc3ncc(-c4cnn(CCCC(=O)NO)c4)nc3c2)c1	502.58	4.34	2	9	11	114.63	302.55	1	37
CO[C@H]1CN(c2ncc(C(=O)Nc3ccc(OC(F)(F)F)cc3)cc2-c2ccn[nH]2)C[C@@H]1N	462.43	2.78	3	7	6	118.39	278.41	0	33
CCCS(=O)(=O)CCCOc1cc2ncnc(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)c2cc1OC	585.73	4.37	1	9	12	123.19	352.57	1	41
CCCCCC(=O)Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1	361.45	4.8	2	5	8	79.8	217.58	0	27
Cc1cc(-c2cc(OC(=O)c3ccccc3)ccc2Cl)cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12	580.09	7.09	1	8	9	89.47	348.92	2	42
Nc1ncnc2c1c(-c1cccc(O)c1)cn2[C@H]1C[C@@H](CO)C1	310.36	2.33	3	6	3	97.19	186.83	0	23
O=C(Nc1cccc(Oc2ccc3nccn3n2)c1)c1cccc(C(F)(F)F)c1	398.34	4.79	1	5	4	68.52	239.82	0	29
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(CC(=O)OCCOc5no[n+]([O-])c5S(=O)(=O)c5ccccc5)CC4)cc3OC)ncc2Cl)c1	807.24	4.0	2	16	16	214.49	485.66	2	56
CCOc1ccc(-c2nc3ccccn3c2-c2ccnc(Nc3cc(CC)c(N4CCC(N5CCN(S(C)(=O)=O)CC5)CC4)cc3OC)n2)cc1C(=O)Nc1c(F)cccc1F	866.01	7.25	2	12	13	146.53	521.3	3	62
COc1cccc(NC(=O)Cn2cc(Oc3ncnc4cc(OC)cc(OC)c34)cn2)c1	435.44	3.28	1	9	8	109.62	262.14	0	32
c1ccc(Cn2cnc3c(Nc4ccccc4)nc(N4CCNCC4)nc32)cc1	385.48	3.03	2	7	5	70.9	232.05	0	29
O=C(/C=C/C(=O)NCCCN1CCOCC1)Cc1cc2c(Nc3cccc(Br)c3)ncnc2cn1	539.43	3.04	2	8	10	109.34	324.18	1	35
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)on2)cc1/C=C/n1cnc2c(NC3CC3)ncnc21	457.54	4.87	2	8	6	110.76	275.44	0	34
CC(C)n1cc(C(=O)Nc2ccc(Oc3ccnc(NC(=O)C4CC4)c3)c(F)c2)c(=O)n(-c2ccc(F)cc2)c1=O	561.55	4.65	2	8	8	124.32	338.06	1	41
NCC1CN(c2ncc(C(=O)Nc3ccc(OC(F)(F)F)cc3)cc2-c2cncc(F)c2)CC1O	491.45	3.19	3	7	6	113.6	295.88	0	35
CC(=O)Nc1cc(-c2c(F)cccc2F)cc(-n2cnc3cc(-n4cccn4)ccc32)c1	429.43	5.11	1	5	4	64.74	258.52	1	32
Cc1cc(Nc2c(C#N)cnc3ccc(NC(=O)/C=C/CN(C)C)cc23)ccc1Oc1cc2nncn2cn1	519.57	4.44	2	10	8	133.36	312.78	1	39
Cc1ccc(NC(=O)c2cccc(C(C)(C)C)c2)cc1N1CCc2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc2C1=O	603.77	6.03	2	7	6	93.7	363.45	2	45
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(C(=O)O)c3)nc21	441.27	4.74	2	6	4	97.11	265.09	0	30
C=CCn1nc(-c2ccc(OCC)c(OC)c2)c2c(N)ncnc21	325.37	2.67	1	7	6	88.08	195.88	0	24
Cc1cccc(Nc2ncnc3ccncc23)c1NCCCN1CCN(C)CC1	391.52	3.13	2	7	7	69.21	235.69	0	29
CCOc1cc2c(ccn2C(=O)NC)cc1Oc1ccnc(NC(=O)c2ccc(N3CCC(N4CCCC4)CC3)cc2)c1	582.71	5.73	2	8	8	100.96	350.78	2	43
NS(=O)(=O)c1ccc(Nc2ncc(-c3ccc(O)c(O)c3)o2)cc1	347.35	2.14	4	7	4	138.68	209.07	0	24
CN(C)Cc1cc(C(=O)N[C@@H]2CCc3ccc(Oc4ccnc5c4CCC(=O)N5)cc3C2)cc(C(F)(F)F)c1	538.57	5.13	2	5	6	83.56	324.23	2	39
O=C(Nc1ccc(Nc2ncnc3cc4oc(=O)n(CCOC(=O)CBr)c4cc23)cc1)NC1CCCCC1	583.44	4.67	3	9	8	140.38	350.68	1	38
COc1cc2ncnc(Oc3ccc(NC(=O)Nc4ccccc4)cc3)c2cc1OC	416.44	5.08	2	6	6	94.6	250.69	1	31
O=C(O)C1CN(Cc2ccc(OCc3ccc(Cl)c(Cl)c3)cc2)C1	366.24	4.09	1	3	6	49.77	219.91	0	24
CCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1C.Cl	418.88	4.69	2	7	6	94.6	251.89	0	29
Cc1ccc(C(/C=C/c2ccccc2)=N\NC(N)=S)cc1	295.41	3.25	2	2	4	50.41	177.78	0	21
COc1ccc2ncnc(Nc3ccccc3)c2c1.Cl	287.75	3.8	1	4	3	47.04	172.94	0	20
CC(C)(C)c1cc(C=C(C#N)C#N)cc(C(C)(C)C)c1O	282.39	4.42	1	3	1	67.81	169.98	0	21
COCCN(C)CCN1CCC(n2cc(-c3cccc(OC)c3)c3c(N)ncnc32)CC1	438.58	2.9	1	8	9	81.67	264.02	0	32
CO[C@@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1	474.57	2.64	2	6	6	93.8	285.69	0	35
Cc1ccc(NC(=O)CC(C)C(F)(F)F)cc1N1CCc2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc2C1	567.66	5.37	2	7	7	76.63	341.74	2	41
COc1cc(N2CCC(N3CCCCC3)CC2)ccc1Nc1nccc(-c2c(-c3ccc(OC)c(C(=O)Nc4c(F)cccc4F)c3)nc3ccccn23)n1	744.85	8.2	2	10	10	109.15	448.39	2	55
O=C1NC(=O)c2cc3c(cc21)N(c1ccccc1)CCN3c1ccccc1	355.4	3.86	1	4	2	52.65	213.93	0	27
CC(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)N[C@H]1CSCCN(Cc2ccc(-c3ccccc3)cc2)C1=O	597.63	3.13	4	6	10	145.27	359.74	1	41
CN1CCN(c2ccc3c(n2)nc(-c2ccc(F)cc2)n3-c2ccnc(NC3CCCC3)n2)CC1	472.57	4.12	1	8	5	75.0	284.49	0	35
Cc1ncnc(Oc2ccc(OCc3ccccn3)c(Cl)c2)c1C#Cc1ccc(CNCCS(C)(=O)=O)o1	553.04	4.33	1	9	10	116.44	332.6	1	38
CCOc1ccc2cc(-c3nn(C[C@@H](N)C(C)C)c4ncnc(N)c34)ccc2c1.Cl	426.95	4.03	2	7	6	104.87	256.74	0	30
Cc1nc(N(C)c2ccc(OC(C)C)cc2)c2cc(C)oc2n1	311.39	4.39	0	5	4	51.39	187.45	0	23
CCOC(=O)Nc1ccc(Nc2ncnc3cc(OCCN4CCOCC4)c(OC)cc23)cc1C.Cl	518.01	4.39	2	9	9	107.07	311.57	1	36
