MolWt,LogP,HBD,HBA,RotatableBonds,TPSA,Volume,LipinskiViolations,NumAtoms,pIC50
511.45,6.37,1,6,9,59.39,307.32,2,35,6.886056648
485.59,4.5,3,7,10,98.41,292.32,0,36,5.698970004
550.06,3.81,1,10,9,112.56,330.86,1,39,8.029978734
437.5,4.19,3,6,5,114.47,263.38,0,32,7.602059991
541.28,3.71,3,6,4,77.99,324.73,1,32,6.698970004
533.04,4.46,2,9,8,99.92,320.61,1,38,5.698970004
416.51,4.63,3,6,7,87.14,250.68,0,30,5.635261445
523.66,4.9,1,6,6,68.78,315.18,1,38,9.045757491
576.59,1.21,6,6,14,183.16,347.13,2,40,5.065501549
402.45,4.51,3,3,6,91.42,242.26,0,30,6.769551079
622.64,3.0,4,7,10,169.06,374.8,1,43,6.501689446
500.06,5.63,0,6,11,55.84,300.7,2,34,4.0
238.25,2.72,1,3,2,55.12,143.42,0,18,4.301029996
494.98,4.55,2,8,8,91.85,297.7,0,35,8.209011525
393.46,1.58,4,9,6,149.66,236.87,0,29,6.612610174
452.9,5.95,2,6,5,79.9,272.32,1,31,8.226945307
473.56,6.62,1,6,9,72.7,285.08,1,34,7.761953897
478.48,5.61,2,6,6,84.73,288.06,1,35,4.13076828
496.59,2.65,1,10,10,125.46,298.91,0,35,8.960189446
556.62,3.86,3,8,11,130.7,335.09,1,41,6.0
352.41,5.06,0,3,4,35.53,212.14,1,26,5.677780705
545.51,6.74,1,7,9,68.74,327.83,2,37,7.301029996
581.07,5.86,2,9,8,118.15,349.53,2,41,9.0
447.52,4.04,1,5,3,101.63,269.35,0,32,7.468521083
304.36,3.2,1,6,2,82.51,183.22,0,23,6.0
459.55,5.97,3,3,7,86.46,276.63,1,35,5.392544977
439.37,2.05,3,8,6,153.45,264.52,0,31,5.795880017
462.4,4.0,2,6,5,87.58,278.39,0,33,8.522878745
534.66,3.48,2,10,10,95.45,321.86,1,39,6.142667504
380.45,1.81,2,7,5,112.29,229.03,0,28,7.657577319
501.51,7.01,2,4,5,75.6,301.91,2,37,7.507239611
506.97,5.2,2,7,9,92.27,304.92,2,36,7.602059991
339.2,4.62,2,3,2,53.6,203.62,0,21,7.142667504
474.52,3.64,0,9,8,94.84,285.66,0,35,7.500038134
549.68,5.73,3,8,10,94.65,330.89,2,41,6.924453039
504.57,3.83,2,9,10,100.44,303.76,1,37,7.739928612
388.27,4.93,1,5,6,56.27,233.17,0,24,11.22184875
491.5,3.66,0,9,8,129.16,295.89,0,36,5.068542129
567.03,4.18,2,10,11,119.32,341.08,1,40,8.397940009
335.41,5.55,1,4,3,37.81,201.86,1,24,4.522878745
455.44,4.69,4,4,7,106.69,274.19,0,33,6.167491087
426.51,3.67,2,5,12,100.9,256.75,0,31,5.795880017
432.56,6.01,0,5,4,53.35,260.39,1,32,3.823908741
474.03,7.44,0,5,5,37.72,285.02,1,33,6.086186148
516.0,3.16,1,10,9,114.83,310.36,1,36,8.096910013
386.45,4.81,3,2,5,82.19,232.63,0,29,4.0
593.78,5.45,1,8,6,86.6,357.44,2,44,6.230918213
524.09,7.68,0,6,5,55.52,315.16,2,37,5.326979093
344.42,3.86,2,6,5,86.52,207.33,0,26,4.397940009
330.37,4.32,1,4,3,56.73,198.87,0,25,4.283996656
570.72,5.68,1,10,10,84.87,343.52,2,41,5.0
444.89,4.03,1,7,7,68.74,267.55,0,31,6.721246399
351.8,3.91,2,6,5,96.85,211.5,0,25,7.568636236
639.16,6.04,2,10,10,118.88,384.49,2,46,5.0
447.48,5.07,1,7,6,81.93,269.39,1,32,9.337242168
393.29,5.36,2,3,4,53.6,236.18,1,25,3.739928612
538.02,5.46,2,7,10,88.61,323.61,2,38,6.0
731.85,9.04,2,9,12,105.91,440.57,2,54,6.0
489.41,5.89,3,6,10,91.41,294.07,1,33,5.853871964
589.7,6.09,3,7,6,125.13,354.99,2,44,4.7780644
571.68,6.52,1,9,12,98.28,344.14,2,42,8.397940009
424.3,3.64,2,5,4,70.15,254.86,0,27,8.22184875
619.7,6.52,3,8,9,125.27,373.05,2,46,5.0
1019.13,8.27,6,10,0,182.3,610.71,3,51,5.537602002
598.07,4.99,1,6,5,60.94,359.77,1,42,7.634512015
594.53,5.67,1,9,6,90.1,357.3,2,40,7.657577319
267.29,2.36,2,6,3,85.95,160.91,0,20,6.886056648
341.44,4.5,2,4,5,63.25,205.49,0,24,10.19382003
306.78,2.67,1,5,3,63.05,184.36,0,20,7.229147988
292.35,3.14,2,5,2,85.41,175.99,0,22,5.337242168
447.54,3.91,2,7,9,88.61,269.41,0,33,8.823908741
262.27,2.66,2,3,0,58.2,157.88,0,20,4.744727495
552.53,7.03,1,7,7,64.42,332.01,2,37,8.086186148
382.42,5.29,2,5,6,76.14,230.21,1,29,8.236572006
453.91,5.08,1,7,8,72.4,272.97,1,32,5.795880017
454.49,4.68,1,7,7,103.34,273.59,0,34,7.958607315
356.43,2.46,3,8,6,111.11,214.58,0,26,5.060480747
521.67,7.0,3,6,8,95.07,314.03,2,39,6.060480747
527.59,5.29,1,5,6,70.47,317.62,2,38,8.661543506
551.02,5.75,2,8,11,101.5,331.44,2,39,9.050609993
459.55,3.55,1,7,7,79.82,276.64,0,34,8.301029996
631.16,7.77,2,7,6,99.58,379.61,2,45,4.879426069
335.37,2.81,4,8,6,107.35,201.9,0,25,4.0
364.3,4.52,1,5,6,59.93,219.33,0,26,4.0
500.48,5.08,2,6,3,90.24,301.3,2,37,8.638272164
462.47,2.33,2,8,6,140.91,278.41,0,34,4.522878745
407.47,4.77,4,6,8,99.02,245.29,0,30,6.397940009
540.66,6.09,1,5,6,65.54,325.42,2,39,9.698970004
535.72,3.9,1,8,9,79.21,322.45,1,38,6.494850022
374.45,2.41,3,5,2,94.04,225.41,0,28,8.0
578.65,5.29,2,8,9,114.93,348.31,2,41,8.15490196
275.31,3.44,3,4,2,79.62,165.73,0,21,6.832682665
259.7,2.57,1,3,1,46.92,156.05,0,18,4.0
452.27,6.2,3,4,4,79.62,271.72,1,30,3.522878745
376.78,3.44,3,6,6,96.37,226.55,0,26,7.0
335.34,3.01,2,5,3,89.59,201.88,0,25,7.022276395
375.41,0.58,3,8,4,139.12,225.97,0,26,5.0
496.97,3.69,1,7,5,73.83,298.9,0,35,7.080921908
419.84,3.97,1,7,2,74.73,252.47,0,29,8.698970004
465.94,4.03,2,6,6,116.47,280.21,0,33,7.823908741
446.59,7.23,0,4,9,44.76,268.82,1,33,4.698970004
347.37,3.74,3,6,5,91.41,209.11,0,26,8.698970004
469.95,5.15,2,6,9,79.38,282.63,1,33,8.259637311
372.47,4.91,2,3,3,57.26,224.21,0,28,5.978810701
583.33,1.79,5,8,11,184.11,350.63,1,36,4.494850022
233.22,1.78,2,4,3,90.55,140.4,0,17,2.958607315
390.47,5.25,3,4,3,89.15,235.01,1,28,5.942714356
182.18,1.93,0,3,2,64.65,109.67,0,14,4.22184875
402.48,1.92,0,8,5,103.1,242.26,0,28,4.301029996
334.34,2.73,1,8,4,94.94,201.28,0,25,6.086186148
591.58,5.88,2,5,6,67.5,355.51,2,38,7.420216403
232.23,1.79,0,4,1,44.76,139.8,0,17,5.0
504.39,5.54,1,5,4,70.59,303.07,2,33,5.860120914
500.56,4.79,0,10,10,100.56,301.34,1,37,8.739928612
318.77,1.95,3,7,3,115.87,191.63,0,22,5.039053804
465.62,4.5,1,5,9,66.84,280.24,0,33,5.0
549.68,6.37,3,7,12,103.52,330.89,2,41,7.468521083
413.84,4.45,1,7,7,74.09,248.86,0,29,5.585026652
361.47,1.1,2,7,6,81.59,217.56,0,25,5.311224345
853.0,7.08,3,15,14,170.87,513.51,3,63,9.0
508.41,7.15,3,5,8,91.93,305.5,2,35,5.0
445.52,4.05,1,8,9,85.53,268.2,0,33,8.349984048
316.35,3.6,1,5,6,57.15,190.44,0,23,5.0
436.36,4.98,1,5,4,59.97,262.11,0,28,5.920818754
354.21,4.02,1,5,2,55.63,212.67,0,22,9.431798276
548.65,3.48,1,9,7,100.66,330.25,1,39,6.677780705
269.26,1.92,2,4,5,113.98,162.1,0,20,3.193820026
437.51,4.81,2,8,8,93.69,263.37,0,33,5.0
418.46,2.87,1,7,4,103.61,251.91,0,31,6.070581074
358.76,1.26,1,7,5,124.2,215.67,0,23,5.821023053
478.96,6.25,2,8,5,85.37,288.0,1,33,7.356547324
527.55,6.43,3,5,9,82.7,317.55,2,37,7.346787486
553.09,4.82,2,8,8,111.55,332.63,1,38,8.522878745
468.99,4.6,2,7,9,88.19,282.05,0,33,8.78994915
483.52,5.01,0,7,5,86.05,291.07,1,36,5.148741651
478.98,5.72,3,7,11,96.37,288.03,1,32,8.701146924
459.55,5.55,3,5,8,82.7,276.6,1,33,8.30980392
396.83,4.8,2,6,7,85.37,238.61,0,28,6.187086643
457.28,3.52,2,5,5,89.65,274.72,0,29,7.140261434
731.28,8.71,2,9,9,99.92,439.94,2,53,6.0
491.98,4.5,0,9,8,83.12,295.89,0,35,8.799970733
331.37,3.37,4,6,4,99.02,199.48,0,24,6.0
557.65,5.15,3,8,10,115.74,335.7,2,41,8.356547324
374.24,3.66,2,6,2,89.85,224.73,0,23,6.627087997
699.69,6.39,0,11,10,120.87,421.23,3,51,5.0
313.34,3.04,2,6,2,89.85,188.63,0,23,7.619788758
459.49,2.91,3,8,6,126.21,276.57,0,33,4.15490196
355.8,4.29,2,4,4,58.04,213.91,0,25,6.942333896
494.93,4.99,2,6,6,78.35,297.64,0,33,8.522878745
371.4,4.07,1,5,4,65.38,223.57,0,28,6.744727495
519.99,3.25,3,9,6,127.6,312.76,1,37,7.987162775
491.45,2.94,5,9,6,166.53,295.86,0,36,5.229147988
361.83,4.99,1,3,4,46.92,217.53,0,26,5.0
595.7,4.36,2,9,6,101.1,358.56,1,43,8.22184875
376.19,4.05,1,5,2,56.27,225.9,0,23,8.603800653
473.62,5.26,1,2,2,41.62,283.66,1,23,4.91150953
535.67,5.1,1,7,6,70.47,322.41,2,39,8.468521083
446.56,3.51,2,6,7,82.3,268.82,0,33,9.124938737
415.45,4.92,2,7,7,98.26,250.1,0,31,6.274905479
537.3,5.47,4,6,7,146.81,322.92,2,35,3.70333481
399.89,5.68,3,4,4,79.62,240.44,1,29,5.049635146
347.38,3.3,1,7,2,99.83,209.12,0,26,5.698970004
464.53,2.48,1,9,9,136.31,279.66,0,34,5.301029996
432.4,4.01,3,6,7,96.37,260.33,0,31,8.522878745
332.36,3.94,1,6,4,69.16,200.08,0,25,8.193820026
362.46,4.94,1,6,5,59.93,218.14,0,26,6.815308569
492.05,5.55,2,7,7,70.15,295.84,1,32,7.744727495
516.63,4.08,2,8,7,107.37,310.96,1,37,7.124938737
483.53,3.57,2,6,6,114.95,291.08,0,36,7.294136288
402.45,4.51,3,3,6,91.42,242.26,0,30,4.0
404.85,4.3,2,7,5,94.6,243.45,0,28,5.397940009
242.23,-0.79,4,6,3,99.38,145.83,0,17,3.565271458
537.55,5.1,2,7,8,115.21,323.6,2,40,6.316862869
437.52,2.72,1,7,8,93.17,263.39,0,32,6.732828272
438.96,4.32,1,7,4,82.09,263.97,0,31,5.0
411.29,5.35,1,5,3,59.81,247.03,1,28,6.308034897
516.61,2.15,2,9,7,118.88,311.0,1,38,5.187086643
587.68,4.46,3,9,12,127.18,353.78,1,43,7.958607315
344.4,4.37,2,6,3,79.38,207.28,0,25,6.327902142
525.59,5.36,2,8,8,123.17,316.35,2,38,5.0
519.17,5.36,2,5,9,93.37,311.44,2,29,8.036212173
531.58,5.29,2,4,4,64.26,320.01,2,39,7.279014256
405.26,4.57,2,4,3,77.81,243.39,0,26,6.026872146
506.57,4.64,0,9,7,87.42,304.94,1,38,6.919987153
607.72,5.21,3,10,13,126.66,365.84,2,45,7.552841969
357.42,4.89,3,3,3,82.7,215.16,0,27,4.301029996
425.52,4.4,3,7,4,111.43,256.11,0,31,5.0
551.02,6.27,2,8,10,101.5,331.44,2,39,8.148741651
402.46,2.04,3,5,2,111.11,242.28,0,30,9.045757491
400.56,5.77,1,4,9,59.67,241.12,1,29,8.15490196
474.57,3.27,2,8,5,103.09,285.69,0,35,6.0
446.51,3.32,1,8,8,94.4,268.8,0,33,8.739928612
425.56,3.39,3,6,7,78.52,256.14,0,30,9.920818754
244.3,1.93,3,5,5,70.07,147.07,0,18,9.0
407.47,5.7,2,5,6,71.18,245.28,1,31,6.651695137
412.49,4.7,4,4,7,106.18,248.23,0,28,4.991399828
505.5,5.15,2,7,5,95.93,304.33,2,37,8.698970004
602.48,5.71,1,11,7,127.97,362.15,3,41,7.301029996
561.09,5.3,2,8,10,91.85,337.49,2,40,6.823908741
454.32,5.71,3,5,7,91.93,272.94,1,31,6.118045029
268.16,1.04,3,5,2,114.02,161.46,0,18,2.0
519.91,6.3,3,6,5,101.3,312.73,2,36,5.0
479.46,5.95,2,6,6,89.03,288.65,1,35,5.240332155
553.67,4.37,2,10,10,105.37,333.31,1,41,6.301029996
361.45,3.91,0,5,4,47.48,217.58,0,27,7.096910013
521.69,3.51,1,8,8,79.21,314.01,1,37,6.148741651
434.5,4.2,3,7,11,105.6,261.56,0,32,8.619788758
532.67,3.51,1,9,7,103.0,320.62,1,38,5.747146969
636.58,6.34,1,8,9,88.93,382.65,2,44,8.37675071
488.45,7.55,0,4,4,28.49,293.42,1,31,5.735182177
470.92,4.33,1,9,7,105.89,283.22,0,33,5.119758224
351.45,4.54,1,4,8,49.77,211.56,0,26,5.318758763
451.29,6.91,0,3,5,39.44,271.1,1,29,7.045757491
530.64,4.69,1,9,4,83.59,319.43,1,40,6.920818754
275.32,2.68,2,4,2,77.39,165.73,0,21,5.0
302.19,1.31,4,8,0,141.34,181.93,0,22,5.886056648
424.28,1.69,2,8,4,105.27,254.82,0,25,6.346787486
334.24,4.63,1,4,3,37.81,200.6,0,19,5.0
441.6,3.67,2,4,7,82.27,265.79,0,31,5.602059991
554.54,5.23,2,5,6,84.99,333.23,2,36,4.522878745
524.45,5.91,1,7,7,72.28,315.15,2,36,7.408935393
482.55,2.8,2,9,6,108.28,290.49,0,36,9.169411331
312.41,4.08,1,3,1,54.37,188.06,0,23,3.494850022
569.59,2.37,5,6,15,182.57,342.92,1,39,6.096910013
348.23,3.97,0,4,2,38.13,209.07,0,23,4.301029996
590.73,6.16,3,9,13,99.58,355.61,2,44,7.949620244
400.3,4.23,0,4,2,45.03,240.36,0,24,5.494850022
310.31,2.23,2,4,2,80.42,186.8,0,23,4.698970004
325.34,3.88,2,4,4,59.17,195.86,0,24,4.0
526.01,5.31,2,7,12,88.61,316.38,2,37,6.0
412.46,3.04,1,9,6,109.56,248.3,0,31,4.759450752
305.17,3.77,2,4,1,77.82,183.15,0,20,5.552841969
487.56,3.36,3,8,8,111.72,293.51,0,36,6.91829273
430.51,3.78,5,6,9,114.96,259.16,0,32,7.0
163.18,1.11,2,2,3,49.33,98.23,0,12,7.0
526.48,2.04,5,8,15,201.18,316.98,1,36,4.677780705
551.7,5.31,2,8,9,87.55,332.11,2,41,8.397940009
426.39,1.67,1,10,9,142.66,256.7,0,31,7.630784143
350.49,3.46,1,4,3,35.16,210.94,0,25,6.013228266
498.61,4.82,2,8,6,86.38,300.11,0,36,6.698970004
442.48,3.25,1,7,4,110.2,266.37,0,33,5.0
1087.13,4.53,3,17,22,236.82,654.48,2,79,7.882728704
287.34,2.73,3,4,3,54.55,172.94,0,20,5.082809691
702.66,2.27,2,6,15,74.54,424.21,1,42,5.161150909
449.51,3.22,2,8,9,97.84,270.61,0,33,8.366531544
344.4,1.42,2,7,5,115.79,207.29,0,24,5.301029996
297.31,3.1,2,6,4,76.5,178.98,0,22,6.698970004
436.85,3.06,4,6,4,111.79,262.7,0,31,5.602059991
414.43,3.05,2,8,6,111.03,249.48,0,31,5.318577844
1089.66,6.97,5,15,25,231.33,655.67,3,76,6.443697499
573.46,6.49,3,7,11,104.4,344.67,2,39,5.0
460.32,4.32,3,6,8,105.24,276.56,0,31,7.30980392
521.59,4.5,2,10,7,122.46,313.99,1,39,8.924453039
470.51,2.94,2,8,6,92.38,283.25,0,35,6.455931956
418.52,4.7,2,4,3,63.84,251.94,0,31,6.698970004
614.19,5.8,1,8,6,86.6,369.45,2,44,6.0
562.54,0.93,8,11,4,200.74,338.66,3,41,3.698970004
572.64,5.56,2,5,5,77.15,344.73,2,42,8.93930216
532.57,4.46,1,6,4,65.77,320.61,1,39,7.823908741
461.64,6.09,1,7,9,63.17,277.85,1,33,4.698970004
446.5,4.83,3,4,7,100.65,268.79,0,33,6.397940009
595.1,6.65,1,8,10,97.56,357.92,2,41,7.517126416
438.54,6.19,2,6,5,80.65,263.99,1,33,6.508638306
559.52,1.5,5,8,14,206.97,336.86,1,39,3.806875402
513.53,3.01,5,5,13,165.5,309.17,1,35,4.920818754
255.34,3.8,1,2,2,29.1,153.66,0,18,4.356547324
407.47,4.6,4,6,9,99.02,245.29,0,30,6.397940009
294.36,2.77,2,5,2,76.96,177.2,0,22,6.102372909
293.33,3.55,1,5,4,64.11,176.58,0,22,8.356547324
595.67,5.41,3,7,8,102.49,358.61,2,43,7.48148606
420.87,3.79,2,7,10,77.53,253.09,0,29,8.096910013
574.06,3.54,3,9,10,159.85,345.27,1,39,6.0
648.86,5.82,6,6,13,141.82,390.5,3,46,5.823908741
316.36,3.68,1,5,3,65.96,190.44,0,24,6.799998135
539.64,4.83,3,7,7,104.82,324.85,1,40,8.086186148
539.46,6.01,1,7,9,68.74,324.19,2,37,7.301029996
467.62,6.44,1,6,5,69.2,281.49,1,35,5.262807357
1099.16,-2.61,16,16,20,460.51,661.74,3,78,3.707743929
557.42,3.99,3,7,10,108.48,335.01,1,36,7.346787486
447.37,5.55,1,6,7,59.51,268.75,1,30,7.301029996
319.37,2.79,2,7,2,108.53,192.26,0,24,5.119186408
380.45,2.65,3,6,6,116.39,229.03,0,28,5.0
453.86,2.82,3,6,5,127.07,272.92,0,30,5.443697499
284.75,4.07,2,4,3,49.84,171.13,0,20,8.397940009
555.41,3.77,3,7,10,108.48,333.8,1,36,7.494850022
481.92,5.85,2,6,6,88.61,289.84,1,34,5.0
531.58,5.06,1,5,4,52.88,320.01,2,39,8.045757491
305.38,4.03,0,4,2,38.25,183.83,0,23,8.301029996
553.59,1.71,5,5,14,173.34,333.29,1,38,4.853871964
367.45,4.98,0,5,3,78.03,221.2,0,27,3.823908741
531.66,3.64,2,10,10,97.95,320.06,1,39,9.187086643
268.32,3.33,2,4,3,62.83,161.53,0,20,5.920818754
588.47,5.44,3,8,8,145.53,353.66,2,39,6.104025268
548.69,4.33,1,7,8,75.0,330.3,1,41,9.187086643
488.55,3.56,1,10,8,106.69,294.11,0,36,6.698970004
254.29,3.32,2,5,3,62.98,153.08,0,19,6.698970004
560.44,3.84,2,9,9,126.15,336.84,1,38,7.301029996
610.06,5.97,2,8,9,115.21,366.95,2,41,7.251811973
578.6,8.11,2,6,6,84.73,348.32,2,43,6.0
408.26,4.74,3,4,4,82.7,245.2,0,26,5.0
477.57,5.09,4,8,7,116.24,287.41,1,33,5.207608311
559.72,4.37,1,10,11,89.16,336.94,1,41,8.619788758
528.23,5.16,1,7,6,68.74,316.88,2,31,7.301029996
521.65,4.47,5,6,9,141.48,313.99,1,37,7.920818754
475.55,5.24,0,7,6,65.3,286.27,1,36,6.579994715
398.26,5.02,1,5,5,67.17,239.18,1,25,4.670000018
481.6,4.76,1,6,5,70.59,289.91,0,36,5.0
360.21,4.15,1,5,4,56.27,216.28,0,22,10.60205999
425.53,4.49,1,4,2,69.12,256.15,0,32,4.301029996
400.49,3.56,4,7,5,93.79,241.09,0,30,6.957030927
492.36,5.22,1,8,11,94.86,295.84,1,33,8.552841969
1507.54,-0.33,17,18,43,569.49,907.62,3,105,5.259637311
453.55,3.83,1,7,4,87.14,273.03,0,34,7.326058001
455.31,3.74,2,6,7,85.37,273.53,0,29,7.187086643
463.54,4.84,4,5,7,116.92,279.04,0,35,7.311580178
461.48,5.32,2,5,6,76.38,277.83,1,33,6.327902142
512.41,3.12,2,7,9,103.35,307.91,1,33,8.838631998
516.04,6.1,2,8,13,97.84,310.38,2,36,5.0
450.54,5.76,4,5,6,94.06,271.21,1,34,7.490797478
327.41,4.11,1,6,5,56.27,197.05,0,23,6.897223385
621.75,4.48,2,10,6,136.43,374.29,1,46,4.765735876
352.39,3.46,2,5,5,85.37,212.14,0,26,4.0
429.32,3.28,2,7,6,75.2,257.89,0,27,8.489991487
493.32,5.39,2,7,9,94.6,296.43,1,33,6.209222399
331.44,4.23,1,2,2,41.62,199.47,0,24,5.521433504
391.48,5.91,1,5,3,63.59,235.65,1,30,4.301029996
617.12,5.66,1,8,8,83.06,371.23,2,44,5.312471039
472.25,5.92,2,2,6,35.5,283.11,1,24,4.495665088
364.44,4.93,0,4,5,44.76,219.38,0,27,4.681936665
593.46,5.3,1,8,8,102.88,356.67,2,39,7.301029996
397.5,4.0,3,6,7,96.01,239.25,0,28,7.602059991
293.29,3.19,1,6,4,93.84,176.56,0,22,4.0
513.6,5.57,1,7,8,89.05,309.18,2,38,6.537602002
397.43,3.19,1,8,1,83.96,239.26,0,29,4.0
323.38,3.44,2,5,3,66.63,194.62,0,23,4.259637311
567.04,6.05,2,8,9,120.34,341.04,2,39,3.698970004
734.9,7.03,4,8,15,142.38,442.3,2,52,4.552841969
514.68,5.48,4,5,4,104.97,309.83,2,38,5.522878745
495.61,3.84,1,9,7,89.05,298.31,0,35,8.014843079
465.62,4.5,1,5,9,66.84,280.24,0,33,5.0
467.96,6.47,3,5,6,78.27,281.41,1,34,8.193820026
618.53,-1.05,9,9,18,291.98,372.41,2,42,4.0
260.3,3.81,2,3,2,53.6,156.69,0,20,6.578396073
528.57,3.54,0,12,10,122.31,318.21,2,39,7.910094889
526.42,5.29,1,7,8,89.35,316.35,2,36,6.612610174
460.56,6.53,2,7,9,85.37,277.2,1,33,6.0
420.9,5.14,3,6,7,91.3,253.1,1,30,5.246416941
239.23,2.93,0,4,2,60.96,144.02,0,18,4.301029996
601.7,4.85,3,9,11,127.18,362.22,1,44,8.15490196
344.4,4.37,2,6,3,79.38,207.28,0,25,5.958607315
456.4,6.04,3,3,3,89.15,274.77,1,33,7.259637311
423.84,5.1,1,6,5,72.7,254.88,1,29,6.899629455
568.56,7.02,4,5,6,103.84,342.28,2,42,7.27572413
254.29,3.04,0,4,3,36.28,153.08,0,19,4.301029996
529.57,5.05,1,5,4,61.36,318.8,2,39,8.657577319
566.41,4.79,3,7,3,153.27,340.99,1,38,7.299123292
618.72,5.92,3,8,9,131.06,372.46,2,46,5.0
464.55,3.65,2,6,7,82.3,279.66,0,34,7.643591673
503.99,3.8,2,8,4,88.07,303.12,1,36,6.116906641
652.71,7.79,2,10,9,154.34,392.84,2,46,5.142667504
385.42,3.58,4,5,4,123.13,231.99,0,27,7.15490196
583.74,5.25,2,7,6,91.79,351.39,2,44,6.0
311.32,2.67,2,6,2,98.3,187.43,0,23,7.060480747
367.43,2.82,2,5,4,90.98,221.15,0,26,5.0
419.49,3.83,0,8,8,74.53,252.53,0,31,8.270025714
357.77,4.59,2,5,5,67.27,215.1,0,25,7.623423043
558.56,6.99,3,6,11,95.07,335.69,2,38,7.366531544
290.3,2.01,2,6,5,114.34,174.72,0,20,4.269999997
329.82,3.6,3,4,3,61.87,198.22,0,22,7.193820026
464.57,3.44,1,6,4,65.77,279.66,0,35,8.795880017
495.33,5.85,2,6,6,94.6,297.63,1,32,7.337242168
478.0,4.33,2,8,7,93.6,287.47,0,34,7.070581074
350.43,5.16,1,4,5,50.17,210.94,1,27,8.251811973
562.7,2.11,2,10,6,121.33,338.7,1,40,8.420216403
445.54,4.66,3,4,5,73.05,268.21,0,33,7.698970004
292.35,3.14,2,5,2,85.41,175.99,0,22,6.657577319
590.55,7.03,2,7,7,101.8,355.53,2,42,5.244125144
446.91,4.28,1,7,8,68.74,268.77,0,31,7.744727495
458.92,4.28,1,7,8,68.74,276.0,0,32,7.251811973
488.02,3.31,3,9,7,106.51,293.47,0,33,6.055517328
461.47,3.21,1,9,10,108.87,277.81,0,34,5.0
499.34,3.33,2,7,5,92.27,300.05,0,32,8.823908741
443.58,5.44,4,6,7,85.86,266.97,1,32,9.0
432.48,3.19,2,7,4,87.16,260.35,0,32,4.698970004
754.85,6.89,4,12,11,169.68,454.42,3,56,9.0
276.26,2.08,3,3,0,90.64,166.3,0,21,6.455931956
405.25,5.29,1,7,5,92.07,243.41,1,27,9.408935393
535.48,5.88,2,7,6,90.88,321.79,2,37,5.795880017
351.28,4.25,0,2,7,23.55,210.9,0,23,4.83209219
407.72,5.35,2,5,2,63.83,244.56,1,23,9.327902142
304.36,3.2,1,6,2,82.51,183.22,0,23,6.214670165
427.55,6.92,0,4,4,28.49,257.32,1,31,5.761953897
408.5,4.64,3,6,11,96.37,245.91,0,30,7.0
462.95,4.68,2,7,6,79.74,278.42,0,32,7.602059991
491.61,6.91,1,3,8,37.27,295.93,1,37,5.0
392.41,4.73,2,5,5,66.91,236.2,0,27,6.173925197
571.47,4.32,3,8,8,115.84,343.47,1,39,9.522878745
552.61,1.99,4,10,12,156.56,332.64,1,39,6.804100348
555.73,5.84,2,8,11,87.55,334.54,2,41,7.420216403
459.55,4.14,1,8,6,87.14,276.64,0,34,6.920818754
432.91,5.08,2,7,7,94.6,260.34,1,30,6.045757491
477.53,4.03,0,9,6,91.08,287.46,0,36,7.809948582
516.65,5.0,1,9,10,86.56,311.01,1,38,8.0
503.92,6.24,2,7,9,109.16,303.08,2,36,7.318758763
366.42,5.16,2,4,5,66.91,220.57,1,28,6.412289035
210.24,2.73,1,3,1,38.05,126.55,0,16,4.301029996
566.65,5.8,3,5,6,76.29,341.09,2,40,6.063989204
646.34,1.55,2,8,9,127.87,387.98,1,38,9.657577319
442.02,5.84,0,4,10,29.54,265.75,1,30,5.13667714
377.83,5.19,1,5,3,56.27,227.16,1,27,7.200659451
478.98,5.91,2,6,5,59.07,288.01,1,33,6.962573502
458.54,5.06,1,7,7,76.06,276.04,1,34,6.690369833
347.22,-1.86,5,10,4,186.07,209.07,0,23,7.0
446.94,5.47,2,7,8,94.6,268.78,1,31,5.408935393
378.86,4.73,3,4,5,73.83,227.79,0,27,6.0
644.7,5.58,3,8,7,115.38,388.12,2,47,8.619788758
475.35,5.8,2,5,6,76.14,285.58,1,31,5.141462802
591.78,6.24,3,9,9,125.13,356.2,2,42,6.017728767
482.41,4.13,2,6,4,70.15,289.79,0,30,7.022276395
496.32,4.74,1,8,6,83.96,298.24,0,33,6.0
279.35,2.21,2,5,2,68.76,168.16,0,21,4.872895202
513.04,3.97,2,9,10,97.56,308.57,1,36,8.72010502
373.44,4.6,2,6,5,79.8,224.76,0,27,4.301029996
366.24,4.09,1,3,6,49.77,219.91,0,24,5.0
458.44,3.47,2,7,6,106.26,276.0,0,33,8.522878745
508.58,5.3,0,9,9,87.42,306.16,2,38,7.320027306
559.6,3.25,4,5,12,145.27,336.89,1,39,5.107905397
501.55,4.5,0,9,6,101.98,301.92,1,38,7.119987162
450.57,4.83,2,8,8,93.96,271.2,0,32,6.0
370.42,3.61,3,5,4,105.38,222.98,0,28,8.537602002
590.36,4.84,3,5,8,95.5,355.42,1,33,4.522878745
851.3,4.01,2,17,19,223.72,512.18,2,59,6.995678626
232.13,0.94,2,4,3,93.06,139.77,0,15,2.397940009
482.47,2.44,4,7,12,163.88,290.48,0,33,3.954677021
308.38,3.8,1,5,3,65.96,185.64,0,23,7.100015437
363.22,3.26,3,6,6,91.66,218.1,0,22,6.699991797
517.44,5.13,2,9,7,84.43,310.9,2,34,7.301029996
437.53,3.14,2,8,5,119.03,263.35,0,31,8.0
541.65,5.86,2,7,7,97.72,326.07,2,40,7.906578315
